3Kr3/8/1p4R1/6p1/5k2/3pr1p1/1B1Q4/1b6 w - - 1 1, True, 8/8/3R4/2K3Q1/5r2/3p2pk/8/8, 21, False, 200, None
7N/2Pp2k1/P7/8/4K2r/R2B3N/5p2/4q3 w - - 0 1, True, 7N/2Pp2k1/P3q3/8/6qK/5R2/8/8, 14, True, 200, None
8/8/q1p5/pb2NK1P/4P3/4B2R/k3P3/8 w - - 1 1, True, 8/7q/8/8/R2B1K2/4P3/N7/2k5, 85, False, 200, None
8/B2kr3/1P6/5n2/8/1P5p/1p1b1p2/3KQ3 b - - 0 1, True, 8/B2kr3/1P6/5n2/8/1P5p/3K4/1q2q3, 3, True, 200, None
2n2b2/8/P1P5/5p2/3bk2P/4B3/P5K1/1B6 b - - 1 1, False, 6B1/b7/P6b/4k2P/P7/3K4/8/8, 100, False, 200, None
8/8/2n5/4Pn2/P1P4P/2PN4/KP4b1/6k1 w - - 1 1, True, 8/8/2n5/8/PK6/2P5/1N3k2/5b2, 16, False, 200, None
4r3/1N4N1/8/6p1/3pQ3/1P1r4/1p3p2/1k5K b - - 0 1, True, 8/1N6/8/6p1/3p3r/1P1r4/1p5K/1k3q2, 7, True, 200, None
b1K5/8/1R6/4k3/2Np4/4nrn1/2P1N2N/8 b - - 0 1, True, 2K5/8/8/3k4/2np4/6n1/2P1N3/8, 7, False, 200, None
2N5/5kB1/5p1R/1b2b3/2p5/4K2p/B6p/8 w - - 1 1, True, 2b5/7k/8/5p2/2p5/4K3/7B/1B6, 10, False, 200, None
8/N7/6P1/KP2pbn1/2p2P2/3p4/8/Bk6 w - - 1 1, True, 8/6P1/8/K4Q2/5P2/1qn5/8/k7, 15, False, 200, None
8/1pN5/3p4/1P6/KbRp4/6R1/1k1P1n2/8 w - - 1 1, True, 8/1pN5/3p4/1P6/KR1pn3/R7/k2P4/8, 5, True, 200, None
8/3Qpn2/5k2/8/1BN5/N1p5/3n1K1p/4q3 w - - 1 1, True, 8/3Qp3/5k2/3K2n1/1BN5/Nnp5/6q1/8, 12, True, 200, None
Bq6/1p2P3/4K1p1/1p1P4/1k6/3P3N/8/6N1 b - - 0 1, True, 8/1B2PK2/6p1/1pk5/5q2/3P4/5N2/6N1, 51, True, 200, None
3Bkq2/5N2/2n5/R7/5r2/4N2N/5K1B/b7 w - - 0 1, True, 4k3/5q2/8/2BnB1N1/8/6K1/8/8, 24, False, 200, None
R7/1bp5/3Bq3/5b2/5P2/3K2B1/7P/3k3N w - - 1 1, True, R7/1bp5/3B4/8/5P2/Kq4B1/2b4P/3k3N, 12, True, 200, None
7K/1Q6/5P2/8/6pp/3k2P1/r2Pn3/Nq6 b - - 0 1, True, r6K/5q2/8/8/6pp/3k2P1/2NPn3/8, 5, True, 200, None
3Q3k/p1p5/2qN4/5N1K/8/1p5R/2n1p3/8 b - - 1 1, True, 4Q1k1/p1p5/3N4/5N2/6K1/1p5R/2n1p3/8, 4, True, 200, None
B4R2/1Qp5/1n6/n1P2K2/8/p3p3/8/1r3k2 w - - 1 1, True, B7/2p5/8/n1P2K2/8/p7/3R4/1rk1Q3, 11, True, 200, None
6N1/b3N2n/K2k4/1b1NN3/2b2b2/5B2/8/8 w - - 0 1, True, 8/1K6/2n5/5N2/8/2kbN3/8/6b1, 56, False, 200, None
B2B4/NB1Nn1n1/8/K7/3q4/8/5k2/1n5N b - - 0 1, True, q7/8/2K5/1nNB4/8/8/8/4k2N, 51, False, 200, None
7K/n7/8/8/2p4p/N2BB3/2pb2p1/k6B w - - 1 1, True, 7K/n7/8/8/7p/8/1kpB2B1/8, 6, False, 200, None
6k1/6r1/3R2pn/6p1/3P4/2K2R2/5P2/rB6 w - - 1 1, True, 6k1/5R2/8/6p1/3P4/1r3P2/2K5/8, 29, False, 200, None
8/5k2/4P3/8/3b1B2/2n1Pq2/2BP3K/2NN4 b - - 1 1, True, 3k4/8/8/8/2P2B2/1Bq1P3/7K/8, 35, False, 200, None
8/Q1N5/1n6/7p/1p3Bq1/4Kpp1/6P1/3k4 w - - 1 1, True, 8/2N5/1n6/7p/1p3q2/3K1pp1/6P1/Q1k5, 7, True, 200, None
N4Q2/b1q1p3/2b1p3/K7/4B3/4B3/pk6/8 w - - 1 1, True, N4Q2/b3p3/2b1p3/8/rK2B3/4B3/1k6/8, 6, True, 200, None
KB6/1p6/5n1r/3P4/3P4/5N2/2b3Rp/4k3 b - - 1 1, True, 8/1NK5/8/4B3/2R5/3b4/4n3/3k4, 70, False, 200, None
3n3K/B2P4/5P2/8/p1b2k1p/1P6/1p6/1B6 b - - 0 1, True, q7/5PK1/4B3/6k1/p7/8/7B/8, 28, False, 200, None
2N3q1/P2k4/8/1N6/n7/1p5b/N5P1/2R3K1 b - - 0 1, True, 2N5/P2k4/8/1N6/n7/1p5b/N5q1/2R3K1, 1, True, 200, None
5r2/5b2/3P3n/b1R4N/3PP3/3B3K/8/3k4 b - - 0 1, True, 4k3/8/8/r3b3/8/6n1/3R2K1/1B6, 79, False, 200, None
6B1/8/1p2ppN1/2pn1N2/6n1/8/K3k3/4N3 b - - 0 1, True, 8/3B4/1p6/2p5/5k2/3Kn3/8/5N2, 38, False, 200, None
4k3/pN2b3/6N1/4P1B1/5n2/7p/5R1n/7K b - - 0 1, True, 4k3/pN6/6n1/4bR2/8/7K/8/8, 7, False, 200, None
8/5N2/4k1pp/nq6/pN3pK1/8/1P6/1Q6 w - - 1 1, True, 8/5N2/7p/n2k4/N4K2/8/1P6/8, 11, False, 200, None
8/n5B1/b7/1Bq3k1/1K3r2/1n2PQ2/8/1N6 w - - 1 1, True, 8/n7/b7/1B4k1/8/4PQ2/Kq6/1r6, 8, True, 200, None
8/3QB2R/8/1p6/r3Pb2/3pk2b/4r3/2K5 b - - 0 1, True, 8/3QB2R/8/1p6/4Pb2/3pk2b/4r3/r1K5, 1, True, 200, None
r3R3/7k/4p1N1/8/8/5pK1/1b3R1n/bR6 b - - 0 1, True, 8/8/4p1k1/8/5b2/5Rr1/5R2/7K, 12, False, 200, None
1Nr5/K1p2b2/7R/4k3/5R2/2Nrp3/7p/8 w - - 1 1, True, 8/1Kp1R3/8/8/5r2/4r3/3k4/1R6, 24, False, 200, None
8/1p1B4/4b3/3nBB2/8/KpB1k3/3p1n2/8 w - - 1 1, True, 8/5n2/6B1/1p6/8/4n3/1K3k2/2B5, 32, False, 200, None
6q1/8/7P/2N1n1k1/1Pn5/2N5/1KB1PB2/8 w - - 0 1, True, 8/8/7k/8/1P1B4/1KNN2q1/8/8, 19, False, 200, None
2q5/4R3/1b2P3/5P2/4n3/5P2/2k1N1r1/4KQ2 b - - 0 1, True, 2q5/4R3/4P3/5P2/4n3/2b2P2/2k3r1/4KQ2, 3, True, 200, None
1B6/r5rp/P2K4/6Q1/2p5/5k2/1p1Rp3/8 b - - 0 1, True, 8/7p/2r5/4B1r1/2K5/5k2/3q4/1q6, 11, True, 200, None
8/p6P/1k3p2/8/p4K2/5R2/3pp2Q/q1B5 b - - 0 1, True, 5q2/p2K1q1P/1k3p2/8/p7/8/4p2Q/8, 13, True, 200, None
8/P1p2p2/3N1Kp1/b1q5/k7/2PQ4/5R2/8 w - - 1 1, True, 8/P1p2p2/3N1Kp1/b1q5/8/k1P5/Q4R2/8, 3, True, 200, None
8/1r2P3/P3P3/kP3r1R/8/5nNb/8/3K4 b - - 0 1, True, 8/P7/8/kP3R2/8/5n2/2K5/4r3, 8, False, 200, None
2Q2N2/8/q4b2/KP6/7p/7P/1B2p1k1/3n4 w - - 1 1, True, 5N2/8/KP6/8/8/7P/1b6/3nk3, 10, False, 200, None
8/4p3/1p1N4/3BB2b/8/2np4/3k2K1/b2N4 w - - 1 1, True, 8/8/1p1p4/8/4B3/3pk3/8/B4K2, 9, False, 200, None
Q7/8/6n1/N7/p2r4/7r/bPNk4/1R3K2 w - - 1 1, True, 8/8/6n1/N7/p2r4/3k3r/bPN3Q1/3R1K2, 3, True, 200, None
Q6K/qr4pR/8/7P/7k/1R6/4p2B/5n2 b - - 0 1, True, 1q5K/1r4pR/8/7P/7k/1R6/4p3/5n2, 3, True, 200, None
3r4/1n4P1/5n2/RN4n1/3PP3/2K3k1/8/4B3 b - - 1 1, True, 8/7r/3nn3/1N1K1k2/8/8/8/4R3, 35, False, 200, None
8/4K2R/3p3P/1Q4P1/q4k2/6b1/2P1P3/6r1 w - - 1 1, True, 8/7R/5K2/3p2P1/6rk/5Q2/2P1P3/8, 17, True, 200, None
7n/6KB/k4p2/1P6/8/6B1/3bb1NN/3r4 b - - 0 1, True, 7K/8/k7/4Np2/4B2N/8/8/3r4, 12, False, 200, None
k7/3PpNpr/8/1p4R1/3n1p2/8/1K2N3/8 w - - 1 1, True, 8/4pNpr/R7/3Q4/kp3p2/8/1K2N3/8, 11, True, 200, None
2k5/4Rp2/4P3/8/bN1n4/2B5/4n3/1K3Q1q w - - 1 1, True, 8/4kp2/4P3/8/QN1n4/8/1K6/8, 8, False, 200, None
8/k1p3K1/3p3b/5p2/1p6/1Np3pN/8/2N5 w - - 0 1, True, 8/8/3p4/2p2pK1/kp6/8/1Np1N1p1/2N5, 29, True, 200, None
8/1K2N3/2P3k1/3P4/bb6/1BB2P2/4b3/6n1 b - - 0 1, True, 4B3/2K4k/8/3P4/8/2B2n2/4b3/8, 9, False, 200, None
3R4/p5k1/5N2/8/4b2r/1p2R1pB/6r1/2K5 b - - 0 1, True, 3R4/p5k1/5N2/8/4b2r/4R1pB/6r1/1q1K4, 3, True, 200, None
b7/5p1R/R4p2/p7/2p2p2/4k3/6b1/5NK1 b - - 0 1, True, 8/8/8/8/4b3/8/5RN1/1kr1R1K1, 18, False, 200, None
1Q6/4Bp2/3p3b/6P1/2k2n1K/1b6/N2r4/8 b - - 0 1, True, 8/4np2/8/6P1/4K3/2Q1b3/8/3k4, 59, False, 200, None
1k6/p3P3/Q7/n2p4/N1p1q3/2pNK3/8/8 w - - 0 1, True, 1k6/p1q5/8/3Q4/8/2Np4/5K2/8, 7, False, 200, None
3b4/3K2BB/5b2/2b5/1R1r2k1/1B6/8/1B4n1 w - - 1 1, True, 3b4/3K4/5b2/8/8/1B3Bk1/8/1B6, 9, False, 200, None
1n3R1b/2b5/8/p2p4/3n4/2R3QK/bk6/8 w - - 1 1, True, 1n5b/2b5/8/p2p4/8/R6K/4R3/kb2Q3, 7, True, 200, None
5n2/6Q1/2R5/p2b4/1b6/3K2R1/4p1b1/b2k4 b - - 0 1, True, 5n2/6Q1/2R5/p2b4/4b3/6R1/3b1K2/b2kq3, 5, True, 200, None
1K6/7k/5p2/6b1/1B4b1/3B2p1/2r2p2/4R1B1 b - - 0 1, True, 8/8/1K3p2/6k1/5b2/8/2b5/4B1B1, 17, False, 200, None
6Nq/8/1p6/2b2P2/1B5k/4r1B1/3P1N2/5K2 b - - 1 1, True, 8/4N3/1p6/2b2P2/1B5k/5K2/3Pr3/5q2, 21, True, 200, None
4R3/3n4/1N6/B4p2/5b2/3K3n/1P6/2k2Br1 w - - 1 1, True, 8/8/1n6/5p2/8/k1B4n/2K3B1/R7, 11, True, 200, None
8/1P3p2/1Nnn1P2/8/8/1N2PP1k/6n1/5K2 b - - 0 1, True, 5N2/5n2/3N4/4pn2/6k1/8/5K2/8, 25, False, 200, None
B3K3/2k2Rp1/8/8/7P/3r3b/4N2q/Q3n3 b - - 1 1, True, 4K3/4QRp1/4k3/8/3r3P/7b/6Bq/4n3, 20, True, 200, None
8/KB3k2/p4r2/p2P1b2/7p/8/P2B2P1/8 b - - 0 1, True, 2k5/8/3rb3/1B2B3/1K6/8/p7/8, 53, False, 200, None
5n2/2n5/5P2/P1p5/3PP3/2P4K/1P1P4/2k5 b - - 0 1, True, 5n2/2n2P2/8/P2k4/6K1/8/1P6/8, 9, False, 200, None
r7/B7/2P3P1/2Kp1b2/2Qb2q1/k7/7B/8 w - - 1 1, True, r7/2P3P1/8/3K1b2/1k6/8/7B/8, 9, False, 200, None
7R/1pK4n/P3p1k1/8/5p1R/P2pb3/8/8 b - - 0 1, True, 8/7k/p3K3/8/8/P3bp2/8/3R4, 10, False, 200, None
2k3n1/1PP2b1B/2p5/6K1/4p3/P7/5p2/7R b - - 0 1, True, 8/8/n1p5/8/B3b2R/K1k5/8/8, 79, False, 200, None
8/2p5/p1k5/6q1/2p2p2/p7/6pB/K3QN2 w - - 1 1, True, 8/2p5/pk6/8/2p2B2/8/1p6/K7, 20, False, 200, None
7n/r1N5/2q5/3N2bk/8/P7/rR6/4N1K1 b - - 0 1, True, 7n/2N5/8/6bk/8/2r2K2/1r6/4q3, 15, True, 200, None
7K/N1P4R/8/3N2N1/3P1r2/q2k4/2P5/4r3 b - - 0 1, True, 6r1/N6R/5N2/5KN1/3P4/8/2Pk4/5q2, 29, True, 200, None
3n4/6r1/Q1B1n3/2k3P1/8/1P6/K2P1P2/5q2 w - - 1 1, True, 8/1Q6/8/4nk2/6r1/8/K2P1P2/8, 21, False, 200, None
q7/4n3/8/3N3B/P1B1R3/1krB4/1p5K/8 b - - 0 1, True, q7/8/8/3N4/P1B5/8/4R2K/1k6, 17, False, 200, None
n1K2b2/8/4NR2/6k1/8/3N2pb/3Qn3/3n4 b - - 1 1, True, 8/K7/3b1k2/3b4/8/3N4/6p1/3Q4, 10, False, 200, None
1r6/6p1/1kp5/8/np6/5Q2/1K2n1PP/2R5 w - - 0 1, True, 3Q4/1k6/3n4/2p5/Kp6/3r4/6PP/8, 36, True, 200, None
8/Bn3kb1/4P3/6b1/1K6/8/b3Qp1b/5N2 b - - 1 1, True, 8/5k2/2Q1b3/3Nbn2/8/8/8/4K3, 33, False, 200, None
6n1/8/4B2b/pP6/5k2/3B1p2/1K2n2P/7N b - - 0 1, True, 1b6/8/8/8/pK6/4kB2/4n3/5B2, 32, False, 200, None
K1k5/2q3B1/4N3/1B6/2n5/3N2B1/2b1N3/6b1 b - - 0 1, True, K1k5/q5B1/4N3/1B6/2n5/3N2B1/2b1N3/6b1, 1, True, 200, None
5k2/K4P2/6P1/P7/8/4P3/RrP2P1n/6b1 w - - 1 1, True, 8/K7/7R/P6k/5Q2/4P3/2P2b2/8, 17, True, 200, None
8/1p6/3b1P2/4N3/3P1P2/2K5/P3N3/3bnk2 b - - 0 1, True, 8/1p1k4/1N1n1P2/2K4b/P2P4/8/8/8, 62, True, 200, None
2n5/4PP1b/8/b2B1Pk1/8/n3N1N1/8/6K1 w - - 1 1, True, 2n5/8/6bQ/3B1P2/2nkN3/2Q1N3/8/6K1, 13, True, 200, None
8/p1PB3K/4B3/4B1bp/5p2/p7/3k4/7n w - - 1 1, True, 8/p6K/4B3/1B2B1bp/8/p3kp2/8/4Q2n, 13, True, 200, None
8/1r4p1/4Nnr1/k7/1N5P/6PK/5P2/7B w - - 1 1, True, 8/1B6/7P/5r2/1k5K/6P1/5n2/8, 20, False, 200, None
N6R/8/3b1B1q/1K3P2/4b3/2B1k3/5Rr1/8 b - - 0 1, True, 2K5/3N4/3b1B2/5b2/3r4/8/4k3/8, 19, False, 200, None
3B1k2/3p4/4P1N1/6pp/4KQ2/n5q1/1p6/8 b - - 0 1, True, 3B3k/3p1Q2/4P1N1/6pp/4K3/n5q1/1p6/8, 8, True, 200, None
3r4/8/5B2/3P3P/1n2kq2/1P3P1B/8/5b1K b - - 0 1, True, 8/6r1/8/3P3P/1n2k1B1/1P6/6q1/5bK1, 7, True, 200, None
2Q1r3/4k2p/p5P1/3N2K1/3p4/1B6/p7/4n3 b - - 1 1, True, 4r2k/5QPp/p7/3N2K1/3p4/1B6/p7/4n3, 6, True, 200, None
1kB5/7p/4n3/1B1N4/3bN1b1/8/1nP5/2K5 w - - 1 1, True, 1k6/8/7b/8/4K2p/7B/2n1N3/8, 24, False, 200, None
3Q4/4R3/4p3/3k4/1R4KB/2nb3n/5B2/2q5 b - - 1 1, True, 8/4R3/4p3/4k3/1R1Q2KB/2nb3n/5B2/2q5, 2, True, 200, None
1K3n2/6P1/2B5/6n1/B1P2n2/3P4/Q6q/6k1 b - - 0 1, True, K7/8/8/1Bq5/2PPn3/8/2k5/8, 29, False, 200, None
7N/1K1Pr3/7N/5N1b/4k3/8/2n3N1/2B2q2 w - - 1 1, True, 2K5/8/6Nr/8/8/8/2n2k2/2B2N2, 12, False, 200, None
5B1N/5pb1/7n/4p1n1/2p1B3/1k1B4/8/6K1 w - - 1 1, True, 8/8/5B2/4N3/3nB3/2k5/2n2K2/8, 19, False, 200, None
2qk2B1/K5B1/3b1rP1/8/7N/4N3/4bB2/8 b - - 0 1, True, 2qk2B1/K5B1/5rP1/2b5/7N/4N3/4bB2/8, 1, True, 200, None
K7/1Rk4p/6N1/n4R2/p3b3/5P2/q1P5/8 b - - 0 1, True, 8/Kbk4p/2n3N1/5R2/p7/5P2/q1P5/8, 3, True, 200, None
2k5/P1Q5/8/2P1qr2/2pP4/2R5/2b4P/K7 b - - 1 1, True, b6R/k3r3/8/2P5/8/2K5/7P/8, 15, False, 200, None
8/1P6/4Nn2/7K/P1N4P/5b2/2n1P3/kr6 w - - 0 1, True, 5K2/8/N7/2rN1n1P/8/8/1k6/8, 25, False, 200, None
K1bN4/p4rP1/p1P5/8/2k5/2r2R2/5R2/8 b - - 0 1, True, 8/2P5/1K6/N7/2k5/7b/R7/2r5, 34, False, 200, None
8/4k1br/8/1P6/2N1r3/4PK2/1pN4R/r7 b - - 0 1, True, 8/8/1P1k4/8/2rNK1r1/4P3/8/5q2, 15, True, 200, None
K7/6p1/1k6/4b3/2P4N/3b1b1B/8/B1b4N w - - 0 1, True, K7/6p1/1k6/4b3/2P1b3/5N1B/8/B1b4N, 2, True, 200, None
2B3k1/2Q1n3/n1P1B3/6p1/7n/8/2K1b1b1/8 b - - 1 1, True, 6k1/8/n1P1B2Q/6p1/7n/8/2K1b1b1/8, 14, True, 200, None
2N5/rB6/P7/8/1r6/K3PB1N/4kb2/2n5 b - - 1 1, False, 8/3Nr3/2BbB3/6k1/3N4/1K6/8/8, 100, False, 200, None
B6r/8/6Q1/r7/2q1Pp2/R5P1/p5K1/3k4 w - - 1 1, True, 5r1r/4K3/q3q3/8/3RP3/5p2/8/4k3, 22, True, 200, None
4K3/6q1/5Qk1/1P5P/3n4/1n2P2r/3P4/4N3 b - - 1 1, True, 2K5/2q5/4nk2/1P5P/8/1n2P2r/3P4/4N3, 5, True, 200, None
7r/2N5/R1b5/b7/B1k2B2/P7/1P6/K5q1 w - - 0 1, True, 8/8/8/b2bB3/P7/Kq1k4/8/7r, 14, True, 200, None
3B1n2/4N1p1/4B3/1KP2p2/6p1/8/p3k3/1b6 w - - 1 1, True, 2K5/8/8/2B5/1n2N1p1/8/8/5kr1, 51, False, 200, None
N7/1Qp5/4P3/8/4R1K1/5p1r/1p3k1p/3r4 w - - 1 1, True, N7/2p5/4P3/8/5K2/3r4/6R1/5k2, 17, False, 200, None
5q2/2P1N3/B3K2Q/3p4/2p1k2p/5p2/8/1b6 w - - 1 1, True, 8/4N3/B7/4K3/7p/3p1Q2/5Q2/1b2k3, 15, True, 200, None
8/1b2P3/1PP5/7k/3N1p2/8/3B2P1/1Kb2b2 w - - 1 1, True, 6Q1/8/1P6/1b5k/3N1QP1/8/1K6/4B3, 17, True, 200, None
8/6N1/b2k4/1r2R3/2P2q2/K2P3P/4P3/4R3 w - - 1 1, True, 8/6q1/2k5/8/4R3/1K1P3P/4P3/8, 12, False, 200, None
3q2k1/8/3p2p1/3K3b/1N6/n1P5/3B2P1/4Q3 w - - 1 1, True, 6Q1/6k1/3K2P1/8/1N6/2P5/3n4/8, 11, False, 200, None
8/3pk3/5R1B/4B3/3K4/2P2nq1/1n1p4/5Q2 w - - 0 1, True, 8/3p4/4k3/4B3/5B2/2P1K3/8/3q4, 24, False, 200, None
2b5/2Nn4/7b/2KP4/2p5/6Qq/2k1P2N/8 w - - 0 1, True, 2b5/2Nn4/2K5/2qP4/2p2b2/1k6/8/4N3, 12, True, 200, None
1k6/2r2P1p/3K1P2/4r1N1/4P3/8/5p1P/2N5 w - - 1 1, True, 8/4kP1p/8/1q4N1/4PN2/3K4/7P/8, 32, True, 200, None
1bR5/4nPB1/1p6/1B2k3/1p6/4P3/Kp6/8 b - - 1 1, True, 8/8/1pB4B/8/1p3Q2/8/8/1K2R1k1, 16, True, 200, None
8/6qp/3k4/5Q2/pp6/1pp2N2/p1N5/1K6 w - - 0 1, True, 8/7p/4q3/4k3/8/KppQ4/8/8, 57, False, 200, None
1b2k3/2N5/8/2P1B1N1/2p3K1/2Bn4/4N2q/8 b - - 1 1, True, 8/2b2k2/2N1N3/3K4/8/8/2p5/2B5, 36, False, 200, None
2R5/1k3r2/5q2/4PKNR/r2p4/4R3/8/3b4 w - - 0 1, True, 8/8/1k1N1P2/5K1b/r7/8/4R3/8, 9, False, 200, None
5q2/8/Pk3N2/8/1r3N1P/4p3/pP1b4/4K3 w - - 0 1, True, 8/8/k7/7K/4q2q/1P2p3/3b4/8, 14, True, 200, None
8/Q3Pbk1/8/6P1/1q3P1P/3PK3/P4b2/8 w - - 1 1, True, 8/Q3P1k1/6b1/6P1/7P/3q2K1/P7/8, 50, True, 200, None
1B1B4/K3b2Q/5P2/2N5/4b3/k6q/1b1r4/8 b - - 0 1, True, 1B6/5q2/1B6/K1b5/8/k1bb4/3r4/8, 9, True, 200, None
n3r3/4rk2/Rp3P2/P1R5/2K5/2N5/6p1/8 w - - 1 1, True, R5k1/1r6/5P2/1N6/1K6/8/6p1/8, 11, False, 200, None
3b2n1/5Kn1/8/rR6/3n2NQ/7N/3k2b1/8 w - - 1 1, True, 3b2n1/5Kn1/8/rR6/8/4N2N/5Qb1/4k3, 11, True, 200, None
5R2/4kB1B/7p/3r4/2p5/3Q1r2/6p1/3Kr3 w - - 1 1, True, 5k2/8/1K5p/6q1/r7/8/3p4/4r3, 18, False, 200, None
3B2BN/8/5rq1/3Kb3/8/8/r4kPN/2N5 b - - 0 1, True, 3B4/8/q7/1K6/2r5/8/r4kPN/2N5, 11, True, 200, None
3N4/B2K4/1B6/k3R3/3nn1B1/5n2/5p1n/8 b - - 0 1, True, 8/B2K4/8/4N3/3Bn3/1k6/8/5n2, 11, False, 200, None
8/6P1/8/8/1p1pPk1p/6Np/6p1/4K1qQ w - - 1 1, True, 8/8/8/8/3p3p/1Q1k4/4N3/4K2Q, 15, True, 200, None
7b/8/8/2r2P2/BpP3Rk/5qN1/6P1/7K b - - 1 1, True, 7b/5P2/8/8/Bp6/6k1/6q1/2rN3K, 11, True, 200, None
8/1b2b3/R1Kp4/2p3R1/2k5/2p2P2/1Rr5/8 w - - 1 1, True, 8/4K3/r7/2pk1P2/3b4/2p2R2/8/2R5, 61, True, 200, None
n7/5P1N/5p2/1k5b/4n3/4Q3/3np1P1/K7 b - - 0 1, True, 8/8/1n4b1/1kn5/8/5Q2/6P1/K7, 11, False, 200, None
7k/8/2B2q1P/1P1r4/7P/2P5/P3np1K/8 w - - 1 1, True, 7k/8/7P/1P1B4/7P/2P3qK/P3np2/8, 4, True, 200, None
